更新时间,#genre#
CCTV13,http://114.225.190.118:8800/rtp/239.49.9.43:6000$1920x1080
CCTV13,http://221.225.97.107:2020/rtp/239.49.1.13:6000$1920x1080
CCTV13,http://121.237.155.237:8800/rtp/239.49.1.13:6000$1920x1080
CCTV13,http://180.119.183.126:8800/rtp/239.49.1.13:6000$1920x1080
CCTV13,http://49.76.53.232:4000/rtp/239.49.1.13:6000$1920x1080
CCTV14,http://58.32.43.55:4022/rtp/239.45.3.23:5140$1920x1080
CCTV14,http://113.26.165.64:8082/rtp/239.1.1.21:8021$1920x1080
CCTV14,http://115.230.250.238:9999/rtp/233.50.201.124:5140$1920x1080
CCTV14,http://120.55.49.231:3095/rtp/233.50.201.124:5140
CCTV14,http://115.230.250.238:9999/rtp/233.50.201.14:5140$1920x1080
CCTV14,http://120.55.49.231:3095/rtp/233.50.201.14:5140
CCTV14,http://221.225.97.107:2020/rtp/239.49.8.136:6000$1920x1080
CCTV14,http://121.237.155.237:8800/rtp/239.49.8.136:6000$1920x1080
CCTV14,http://180.119.183.126:8800/rtp/239.49.8.136:6000$1920x1080
CCTV14,http://49.76.53.232:4000/rtp/239.49.8.136:6000$1920x1080
CCTV14,http://114.225.190.118:8800/rtp/239.49.8.136:6000$1920x1080
CCTV14,http://221.225.97.107:2020/rtp/239.49.1.14:6000$1920x1080
CCTV14,http://121.237.155.237:8800/rtp/239.49.1.14:6000$1920x1080
CCTV14,http://180.119.183.126:8800/rtp/239.49.1.14:6000$1920x1080
CCTV14,http://49.76.53.232:4000/rtp/239.49.1.14:6000$1920x1080
CCTV15,http://58.32.43.55:4022/rtp/239.45.1.200:5140$1920x1080
CCTV15,http://113.26.165.64:8082/rtp/239.1.1.22:8022$1920x1080
CCTV15,http://115.230.250.238:9999/rtp/233.50.201.15:5140$1920x1080
CCTV15,http://120.55.49.231:3095/rtp/233.50.201.15:5140
CCTV15,http://221.225.97.107:2020/rtp/239.49.1.15:6000$1920x1080
CCTV15,http://121.237.155.237:8800/rtp/239.49.1.15:6000$1920x1080
CCTV15,http://180.119.183.126:8800/rtp/239.49.1.15:6000$1920x1080
CCTV15,http://49.76.53.232:4000/rtp/239.49.1.15:6000$1920x1080
CCTV15,http://114.225.190.118:8800/rtp/239.49.1.15:6000$1920x1080
CCTV15,http://106.86.155.84:20002/rtp/235.254.198.11:1320$1920x1080
CCTV15,http://183.66.51.205:4022/rtp/235.254.198.11:1320$1920x1080
CCTV15,http://220.176.218.6:8888/rtp/239.252.219.79:5140$1920x1080
CCTV15,http://119.166.159.120:6666/rtp/239.253.254.170:8000$1920x1080
CCTV15,http://112.226.139.185:9999/rtp/239.253.254.170:8000$1920x1080
CCTV15,http://42.92.117.243:8888/rtp/239.255.30.68:8231$1920x1080
CCTV16,http://113.26.165.64:8082/rtp/239.1.1.122:8122$1920x1080
CCTV16,http://115.230.250.238:9999/rtp/233.50.201.192:5140$1920x1080
CCTV16,http://120.55.49.231:3095/rtp/233.50.201.192:5140
CCTV16,http://42.92.117.243:8888/rtp/239.255.30.88:8231$1920x1080
CCTV16,http://60.164.128.167:8029/rtp/239.255.30.88:8231$1920x1080
CCTV16,http://118.183.212.29:6868/rtp/239.255.30.88:8231$1920x1080
CCTV16,http://122.9.151.210:887/rtp/238.255.2.219:5999
CCTV16,http://enlen.vip:4022/rtp/239.200.200.193:8776$1920x1080
CCTV16,http://123.114.80.74:8012/rtp/239.3.1.183:8001$1920x1080
CCTV16,http://222.129.138.100:4088/rtp/239.3.1.183:8001$1920x1080
CCTV16,http://123.114.80.74:8012/rtp/239.3.1.184:8001$1920x1080
CCTV16,http://222.129.138.100:4088/rtp/239.3.1.184:8001$1920x1080
CCTV17,http://113.26.165.64:8082/rtp/239.1.1.23:8023$1920x1080
CCTV17,http://115.230.250.238:9999/rtp/233.50.200.113:5140$1920x1080
CCTV17,http://120.55.49.231:3095/rtp/233.50.200.113:5140
CCTV17,http://115.230.250.238:9999/rtp/233.50.201.35:5140$1920x1080
CCTV17,http://120.55.49.231:3095/rtp/233.50.201.35:5140
CCTV17,http://221.225.97.107:2020/rtp/239.49.1.7:6000$1920x1080
CCTV17,http://121.237.155.237:8800/rtp/239.49.1.7:6000$1920x1080
CCTV17,http://180.119.183.126:8800/rtp/239.49.1.7:6000$1920x1080
CCTV17,http://49.76.53.232:4000/rtp/239.49.1.7:6000$1920x1080
CCTV17,http://114.225.190.118:8800/rtp/239.49.1.7:6000$1920x1080
CCTV17,http://220.176.218.6:8888/rtp/239.252.220.192:5140$1920x1080
CCTV17,http://119.166.159.120:6666/rtp/239.253.254.168:8000$1920x1080
CCTV17,http://112.226.139.185:9999/rtp/239.253.254.168:8000$1920x1080
CCTV17,http://42.92.117.243:8888/rtp/239.255.30.96:8231$1920x1080
CCTV17,http://60.164.128.167:8029/rtp/239.255.30.96:8231$1920x1080
第一剧场,http://221.225.97.107:2020/rtp/239.49.9.15:6000$1920x1080
